CONCEPTID	CONCEPTSTATUS	FULLYSPECIFIEDNAME	CTV3ID	SNOMEDID	ISPRIMITIVE
312534007	0	Mouth, esophagus and stomach structures (body structure)	XaDxJ	T-D004D	1
312535008	0	Pharynx and/or larynx structures (body structure)	XaDxK	T-20101	1
312557001	0	Multisystem disorder W-X (navigational concept)	XaDxf	DF-00014	1
312563005	0	Bone structure of rib, sternum and/or clavicle (body structure)	XaDxl	T-D006A	1
312564004	0	Bone and/or joint structure of limb (body structure)	XaDxm	T-D0301	1
312581008	0	Basal segment of left lung (body structure)	XaDy5	T-280D2	0
312582001	0	Vascular structure of abdominal organ (body structure)	XaDy8	T-D4004	1
312683002	0	Joint structure of limb (body structure)	XaE0A	T-D0302	1
312690007	0	Joint and/or tendon synovial structure (body structure)	XaE0M	T-10009	1
312717002	0	Regional musculoskeletal structure (body structure)	XaE0r	T-1000A	1
312763008	0	Bone structure of trunk (body structure)	XaE1m	T-D006B	1
312816002	0	Joint structure of ankle and/or foot (body structure)	XaE31	T-15707	1
312850006	0	History of - disorder (situation)	XaE3p	G-0018	0
312851005	0	Screening for disorder (procedure)	XaE3x	P2-06005	0
313560002	0	Entire artery of thorax AND/OR abdomen (body structure)	XS0kD	T-46014	1
314237003	0	Type of vessel (body structure)	XaEj1	T-4000C	1
314249002	0	Lung surface feature (body structure)	XaEjz	T-D05F6	1
314250002	0	Lung surface (body structure)	XaEk0	T-D05F7	1
314262003	0	Type of artery (body structure)	XaEkP	T-4103E	1
314295009	4	External carotid artery and its branches (body structure)	XaElG	T-45016	1
314297001	0	Branch of second part of maxillary artery (body structure)	XaElI	T-45018	1
314318009	0	Anterolateral visceral artery (body structure)	XaElq	T-46019	1
314340000	4	Maxillary artery and its branches (body structure)	XaEmB	T-45021	1
314398008	0	Tissue of urinary bladder (body structure)	XaF0n	T-D0605	1
314403009	0	Skin of part of limb (body structure)	XaF0s	T-02609	1
314453003	0	Average diastolic blood pressure (observable entity)	XaF4S	F-00E22	1
314462001	0	Average 24 hour diastolic blood pressure (observable entity)	XaF4b	F-00E2C	1
314518008	0	Joint prostheses and components (physical object)	XaF8I	A-0400F	1
314523008	0	Joint implant (physical object)	XaF8N	A-0408D	1
314524002	0	Structure of region of bone (body structure)	XaF8O	T-D0127	1
314634000	0	Entire shaft of lower limb bone (body structure)	XaFC6	T-1273E	1
314790003	0	Entire apex of lung (body structure)	XaFby	T-280A1	1
314791004	0	Entire base of lung (body structure)	XaFc5	T-280B1	1
315215002	0	Disorder excluded (situation)	XaFvs	R-20848	0
315614006	0	Coronary heart disease annual review (procedure)	XaI9h	P2-06032	1
315646006	6	[V]Factors influencing health status and contact with health services (situation)	ZV...	R-20D9C	1
315731006	6	[V]Potential health hazards related to personal history (PH) and family history (FH) (situation)	ZV1..	R-20DEC	1
315817002	6	[V]Family history of certain chronic disabling diseases (situation)	ZV17.	R-20E9A	1
315823007	6	[V]Family history of asthma (situation)	ZV175	R-20E9F	1
316535005	6	[V]Well persons examination, investigation and screening (situation)	ZV7..	R-21346	1
316677002	6	[V]Screening for cardiovascular, respiratory and genitourinary diseases (situation)	ZV7B.	R-204B1	1
316679004	6	[V]Screening for hypertension (situation)	ZV7B1	R-204B6	1
316703008	6	[X]Additional health status and health service contact classification terms (situation)	ZVu..	R-204CF	1
316827002	6	[X]Persons with potential health hazards related to family and personal history and certain conditions influencing the health status (situation)	ZVu6.	R-20553	1
316835004	6	[X]Family history of asthma and other chronic lower respiratory diseases (situation)	ZVu67	R-2055D	1
320072000	0	Respiratory drugs (product)	c....	C-88003	1
320356001	0	Xanthine bronchodilators (product)	c4...	C-88005	1
320672001	1	Nedocromil sodium [asthma] (product)	c74..	C-B708F	1
321087001	0	CNS drug (product)	d....	C-60009	1
321667001	0	Respiratory tract structure (body structure)	XU5BJ	T-20007	1
322208004	0	Non-opioid analgesics (product)	di...	C-60114	1
324116004	0	Aminoglycosides (product)	e8...	C-520A2	1
324170002	2	Myeloid leukemia, disease (disorder)	XU5F7	DC-F4135	1
325267004	0	Tolbutamide 500mg tablet (product)	za10r	C-A2462	1
330060000	0	Drugs for the treatment of gout (product)	j6...	C-502E8	1
330901000	0	Anti-inflammatory preparations (product)	l2...	C-60085	1
332709000	0	Entire long bone (body structure)	XS1BL	T-11095	1
333117008	6	Minor skin infection preparations A-Z (navigational concept)	mh1..	C-90453	1
333409009	0	Wound and ulcer preparations (physical object)	mn...	A-11FC3	1
334251007	0	Appliance (physical object)	p....	A-010BC	1
334377002	0	Simple joint structure (body structure)	XU5Wz	T-15038	1
334579000	0	Bilocular joint structure (body structure)	XU5XL	T-1503B	1
334886004	0	Synovial joint structure (body structure)	XU5Xy	T-1503D	1
337093006	2	Surgical sutures (physical object)	pr...	A-10780	1
339947000	0	Man (person)	XU5hx	S-1129A	1
343011009	0	Duct (organ) structure (body structure)	XU5n9	T-D03FE	1
346325008	0	Antibacterial drugs (product)	x000a	C-52018	1
346597008	0	Oral hypoglycemic (product)	x008T	C-A2049	1
346625000	0	Phosphodiesterase inhibitor (product)	x009R	C-8012E	1
346674004	0	Sex hormone product (product)	x00Al	C-5023C	1
348591003	0	Non-absorbable suture (physical object)	x00jD	A-11DF2	1
348667003	0	Wound management dressings (physical object)	x00lH	A-11AA6	1
349967007	0	Cromoglycate and related antiallergenic (product)	x01ED	C-51077	1
349994006	0	Xanthine product (product)	x01Ei	C-88013	1
350060009	0	Drug groups primarily affecting the musculoskeletal system (product)	x01Fr	C-50436	1
350087008	5	Miscellaneous fluids and solutions (product)	x01Gb	C-B703E	1
350088003	0	Miscellaneous topical preparations (navigational concept)	x01Gc	C-9044A	1
350308005	0	Acetaminophen compound preparation (product)	x01Kq	C-50001	1
350312004	0	Salicylate product (product)	x01Ku	C-60022	1
350326008	0	Vaccine, immunoglobulins and antisera (product)	x01L9	C-5000B	1
350345004	0	Hormones, synthetic substitutes and antagonists (product)	x01LY	C-5000F	1
353855008	1	Minor skin infection preparation (product)	x02I2	C-900BC	1
353866001	0	Bronchodilator preparations (product)	x02IF	C-8800E	1
353867005	0	Corticosteroids used in the treatment of asthma (product)	x02IG	C-8800F	1
359549004	0	Irradiation (physical force)	XU6If	A-80022	1
359557001	0	Disorder of artery (disorder)	XU6Ok	D3-8003F	0
359744007	0	Left lobar bronchus structure (body structure)	XU7RV	T-26A06	0
359752005	0	Energy and stamina finding (finding)	XU7S2	F-0600A	1
359755007	0	Energy / stamina (observable entity)	X76Aa	F-02B62	1
359989001	0	Prostate and vas deferens structures (body structure)	Xa9LT	T-90023	1
360028004	0	Surgical biopsy - action (qualifier value)	Xa8HV	P0-021D2	1
360037004	0	Imaging - action (qualifier value)	Xa8T8	P0-021D5	1
360147003	0	Attention - action (qualifier value)	XaA7u	P0-021E1	1
360152008	0	Monitoring - action (qualifier value)	XaBEd	P0-021E6	1
360155005	2	Assessment - action (qualifier value)	XaC9h	P0-021E9	1
360156006	0	Screening - procedure intent (qualifier value)	XaC9i	R-42453	1
360224006	2	Investigation - action (qualifier value)	XaDqJ	P0-021F5	1
360250005	4	Analgesic/antipyretic/antirheumatic (substance)	XaDZA	R-F7A9F	1
360253007	0	Antiasthmatic agent (product)	XaDZF	C-88010	1
360254001	2	Antidiabetic agent (product)	XaDZH	C-5042A	1
360307003	0	Computer equipment (physical object)	XaE9G	A-010B7	1
360330009	4	Teaching - action (qualifier value)	XaI8y	P0-02211	1
360357006	0	Lower lobe bronchus structure (body structure)	XU7iU	T-26A0B	1
360490005	0	Joint types (body structure)	XU7nd	T-15035	1
360492002	4	Auditory canal structure (body structure)	XaEio	T-AB008	1
360523004	4	Thoracic aorta and its branches (body structure)	XaElj	T-4106F	1
360524005	4	Abdominal aorta and its branches (body structure)	XaElk	T-41070	1
360604002	4	Common carotid artery and its branches (body structure)	XaF1W	T-41081	1
360769001	0	Type of bone (body structure)	XaF8H	T-D006E	1
360770000	0	Part of diaphysis of bone (body structure)	XaF8M	T-11058	1
360972004	0	Intestinal wall structure (body structure)	XaFMA	T-50502	1
360978000	0	Layers of gastrointestinal wall (body structure)	XaFMD	T-50103	1
361071000	2	Accessory sinus structure (body structure)	XaFRS	T-22001	1
361097006	0	Entire blood vessel (body structure)	XS04d	T-40003	1
361102009	0	Supraaortic branch of thoracic aorta (body structure)	XS0hp	T-41032	1
361103004	0	Entire shoulder region (body structure)	XS0Ij	T-D067C	1
361105006	0	Entire genitourinary tract (body structure)	XS0r7	T-70201	1
361107003	0	Entire genital system (body structure)	XS0rA	T-70252	1
361110005	0	Entire respiratory tract (body structure)	XS1Bm	T-20006	1
361355005	0	Entire head and neck (body structure)	XS10R	T-D1005	1
361370006	0	Entire bone of lower extremity (body structure)	XS1WF	T-127BF	1
361373008	0	Entire uterine adnexa (body structure)	XS1YY	T-88901	1
361378004	0	Entire skeleton (body structure)	Xa0EK	T-11087	1
361380005	0	Entire respiratory airway (body structure)	XS1Bn	T-2000C	1
361381009	0	Entire upper respiratory tract (body structure)	XS1Bo	T-2000D	1
361384001	0	Entire tracheobronchial tree (body structure)	XS1Bs	T-20211	1
361386004	0	Entire female genital system (body structure)	XS1CK	T-8000F	1
361692004	0	Entire integumentary system (body structure)	XU8oc	T-00001	1
361714009	0	Entire skin AND subcutaneous tissue (body structure)	XU8pG	T-03003	1
361725000	0	Entire axial skeleton (body structure)	X906y	T-11007	1
361729006	0	Entire diaphysis (body structure)	XU8ph	T-11056	1
361741004	0	Entire thoracic cage (body structure)	XU8q6	T-11201	1
361793002	0	Entire proximal shaft of femur (body structure)	XU8rW	T-11057	1
361827000	0	Entire articular system (body structure)	XU8sV	T-15018	1
361829002	0	Entire joint of head (body structure)	XS02o	T-15101	1
361835002	0	Entire joint of shoulder region (body structure)	XU8sk	T-15419	1
361922007	0	Entire upper aerodigestive tract (body structure)	XU8v8	T-D0051	1
361966009	0	Entire bronchopulmonary segment (body structure)	XU8wU	T-280D3	1
361982005	0	Entire left lung (body structure)	X757P	T-28501	0
361984006	0	Entire left upper lobe of lung (body structure)	X757q	T-28601	0
361989001	0	Entire left lower lobe of lung (body structure)	X757r	T-28701	0
361991009	0	Entire anterior basal segment of left lower lobe of lung (body structure)	X757m	T-28721	0
361993007	0	Entire posterior basal segment of left lower lobe of lung (body structure)	X757o	T-28741	0
362008007	0	Entire left side of heart (body structure)	XU8xb	T-3200C	1
362010009	0	Entire heart AND pericardium (body structure)	XU8xg	T-3200E	1
362030008	0	Entire arterial system (body structure)	XU8yF	T-41802	1
362041005	0	Entire common carotid artery (body structure)	7N445	T-45101	1
362044002	0	Entire external carotid artery (body structure)	X74dY	T-45203	1
362076007	0	Entire gastrointestinal tract including esophagus, stomach and intestines (body structure)	XU8zX	T-50104	1
362077003	0	Entire upper digestive tract (body structure)	XU8zZ	T-50105	1
362155000	0	Entire appendiceal mucous membrane (body structure)	XU91l	T-59207	1
362163004	0	Entire transverse colon (body structure)	XU921	T-59441	1
362164005	0	Entire left colon (body structure)	XU923	T-59451	1
362165006	0	Entire descending colon (body structure)	XU924	T-59461	1
362166007	0	Entire sigmoid colon (body structure)	XU926	T-59471	1
362168008	0	Entire rectosigmoid (body structure)	XU929	T-59681	1
362204003	0	Entire urinary system (body structure)	Xa0sc	T-70002	1
362205002	0	Entire upper genitourinary tract (body structure)	XU93D	T-70221	1
362206001	0	Entire lower genitourinary tract (body structure)	XU93F	T-70231	1
362227006	0	Entire neck of urinary bladder (body structure)	XU93q	T-74401	1
362235009	0	Entire female internal genitalia (body structure)	XU945	T-80021	1
362236005	0	Entire female genitourinary system (body structure)	XU947	T-80101	1
362265004	0	Entire male internal genitalia (body structure)	XU952	T-90021	1
362266003	0	Entire male genitourinary system (body structure)	XU954	T-90101	1
362267007	0	Entire lower male genitourinary tract (body structure)	XU956	T-90111	1
362426000	0	Entire spinal cord, roots and ganglia (body structure)	XU99b	T-A7004	1
362587009	0	Entire hematopoietic system (body structure)	XU9E8	T-C0001	1
362589007	0	Entire lymphoid system (body structure)	XU9EB	T-C010B	1
362590003	0	Entire immune system (body structure)	Xa0sU	T-C010C	1
362597000	0	Entire lymphatic system (body structure)	XU9EQ	T-C6004	1
362602007	0	Entire right half of body (body structure)	XU9EW	T-D00DA	1
362603002	0	Entire left half of body (body structure)	XU9EX	T-D00DB	1
362608006	0	Entire female (body structure)	XU9Eg	T-D0AA1	1
362611007	0	Entire side of head (body structure)	XU9Em	T-D06AF	1
362682009	0	Entire right thorax (body structure)	XU9Gy	T-D3011	1
362683004	0	Entire left thorax (body structure)	XU9Gz	T-D3021	1
362685006	0	Entire anterior chest wall (body structure)	Xa11U	T-D3058	1
362688008	0	Entire middle mediastinum (body structure)	XU9H8	T-D3331	1
362701005	0	Entire peritoneal sac (body structure)	XU9HY	T-D443A	1
362717004	0	Entire minor pelvis (body structure)	XU9I2	T-D6225	1
362784000	0	Entire right lower extremity (body structure)	XU9Jx	T-D9022	0
362785004	0	Entire left lower extremity (body structure)	XU9Jy	T-D9023	0
362793004	0	Entire lower leg, from knee to ankle (body structure)	XU9KA	T-D940B	1
362837007	0	Entire cell (cell)	XU9LV	T-E001A	1
362873000	0	Entire body part (body structure)	XU9MX	T-D012A	1
362874006	0	Entire upper body (body structure)	XU9MZ	T-D012B	1
362875007	0	Entire lower body (body structure)	XU9Ma	T-D012C	1
362877004	0	Entire artery (body structure)	XU9Md	T-4105B	1
362884007	0	Gland structure (body structure)	XU9N3	T-D012D	1
362889002	0	Entire anatomical structure (body structure)	XU9NL	T-D012E	1
362890006	0	Entire serous sac (body structure)	XU9NQ	T-1A114	1
362899007	0	Structure of lobe of left lung (body structure)	XU9Nj	T-28772	0
362912003	0	Structure of joint of sternum (body structure)	XU9Om	T-11204	1
362937008	0	Structure of viscus (body structure)	XU9Pv	T-D013D	1
362938003	0	Exocrine gland structure (body structure)	XU9QP	T-D013E	1
362955004	0	Inactive concept (inactive concept)	XUPhH	R-F0000	1
362957007	0	Finding / disorder (navigational concept)	XUPhJ	F-00007	1
362958002	0	Procedure by site (procedure)	XUPhK	P0-00009	0
362961001	0	Procedure by intent (procedure)	XUPhN	P0-0000A	0
362962008	4	Procedure by focus (procedure)	XUPhO	P0-0000B	1
362965005	0	Disorder of body system (disorder)	XUPhR	DF-00005	0
362969004	0	Disorder of endocrine system (disorder)	XUPhV	DF-0000B	0
362971004	0	Disorder of lymphatic system (disorder)	XUPhX	DF-0000D	0
362977000	0	Sequela (disorder)	XUPhd	F-01460	1
362981000	0	Qualifier value (qualifier value)	XUPhh	R-40000	1
362988006	0	Aspiration of urinary tract (procedure)	XUPho	P1-70036	0
362995002	0	Biopsy of urinary tract (procedure)	XUPhv	P1-70037	0
363063008	0	Destruction of lesion by anatomic site (procedure)	XUPj1	P1-0C005	0
363066000	0	Destructive procedure by anatomic site (procedure)	XUPj4	P1-0C007	0
363068004	0	Destructive procedure by organ system (procedure)	XUPj6	P1-0C008	0
363071007	0	Diagnostic endoscopy (procedure)	XUPj9	P0-00011	0
363072000	0	Diagnostic procedure by site (procedure)	XUPjA	P0-00012	0
363106000	0	Endoscopic removal from urinary system (procedure)	XUPji	P1-70038	1
363161007	0	Infectious disorder of immune system (disorder)	XUPkb	DC-50003	0
363169009	0	Inflammation of specific body organs (disorder)	XUPkj	DF-00A02	0
363170005	0	Inflammation of specific body structures or tissue (disorder)	XUPkk	DF-00A03	0
363171009	0	Inflammation of specific body systems (disorder)	XUPkl	DF-00A04	0
363179006	0	Inflammatory disorder of musculoskeletal system (disorder)	XUPkt	D1-0000D	0
363180009	0	Inflammatory disorder of the respiratory tract (disorder)	XUPku	D2-00006	0
363229000	0	Neoplasm of musculoskeletal system (disorder)	XUPlh	DF-000DA	0
363282007	0	Removal of foreign body from bladder (procedure)	XUPmY	P1-1235A	0
363284008	0	Removal of lesion of urinary tract (procedure)	XUPma	P1-70039	0
363285009	0	Removal of soft tissue (procedure)	XUPmb	P0-050A5	0
363311008	0	Specimen from digestive system (specimen)	XUPn1	G-8006	0
363346000	0	Malignant neoplastic disease (disorder)	XUPna	DF-00407	0
363536003	0	Pulmonary structure including vessels and lymphoid tissue (body structure)	XUAcW	T-D014E	1
363549008	0	Sulfone - chemical (substance)	XaDas	F-614F4	1
363559009	2	Analgesic product (substance)	XUQxc	C-500E7	1
363561000	2	Non-opioid analgesic product (substance)	XUQxe	C-500E9	1
363562007	0	Analgesic AND antipyretic product (product)	XUQxf	C-500EA	1
363586009	2	Non-steroidal anti-inflammatory product (substance)	XUQy3	C-50398	1
363589002	0	Associated procedure (attribute)	XUQy6	G-C2D0	1
363605000	0	Entire artery of head (body structure)	XUQyM	T-45028	1
363660007	0	Ambiguous concept (inactive concept)	XUSOS	R-F44B9	1
363661006	0	Reason not stated concept (inactive concept)	XUSOT	R-F44BB	1
363662004	0	Duplicate concept (inactive concept)	XUSOU	R-F44BD	1
363663009	0	Outdated concept (inactive concept)	XUSOV	R-F44BF	1
363664003	0	Erroneous concept (inactive concept)	XUSOW	R-F44C1	1
363675004	0	Intents (nature of procedure values) (qualifier value)	XUSmW	R-40641	1
363679005	0	Imaging (procedure)	XUSmZ	P0-0099A	0
363680008	0	Radiographic imaging procedure (procedure)	XUSma	P0-0099B	0
363687006	0	Endoscopic procedure (procedure)	XUSvt	P0-0099C	0
363691001	0	Procedure by device (procedure)	XUSvx	P0-00414	0
363697002	0	Assessment regimes (regime/therapy)	Ua1SY	P0-00415	1
363698007	0	Finding site (attribute)	XUSw1	G-C0E3	1
363699004	0	Direct device (attribute)	XUSw2	G-C0E4	1
363700003	0	Direct morphology (attribute)	XUSw3	G-C0E5	1
363701004	0	Direct substance (attribute)	XUSw4	G-C0E6	1
363702006	0	Has focus (attribute)	XUSw5	G-C0E7	1
363703001	0	Has intent (attribute)	XUSw6	G-C0E8	1
363704007	0	Procedure site (attribute)	XUSw7	G-C0E9	1
363705008	0	Has definitional manifestation (attribute)	XUSw8	G-C0EA	1
363709002	0	Indirect morphology (attribute)	XUSwC	G-C0EE	1
363713009	0	Has interpretation (attribute)	XUSwG	G-C0F2	1
363714003	0	Interprets (attribute)	XUSwH	G-C0F3	1
363733008	0	Fluorinated corticosteroid (substance)	XaDZp	F-615CE	1
363743006	0	Navigational concept (navigational concept)	XUSwJ	R-00002	1
363749005	4	Advising - action (qualifier value)	XaE8K	P0-0206E	1
363787002	0	Observable entity (observable entity)	XUSwq	F-00008	1
363788007	0	Clinical history/examination observable (observable entity)	XUSwr	F-042C4	1
363789004	0	General characteristic of patient (observable entity)	XUSws	F-042C5	1
363800008	0	General wellbeing (observable entity)	XUSx3	F-042D0	1
363814008	0	Temperature associated observable (observable entity)	XUSxH	F-042DE	1
363815009	2	Body temperature observable (observable entity)	XUSxI	F-042DF	1
363816005	0	Body temperature measure (observable entity)	XUSxJ	F-042E0	1
363819003	0	Drug therapy observable (observable entity)	XUSxM	F-042E3	1
363820009	0	Neurological observable (observable entity)	XUSxN	F-042E4	1
363832008	0	Sensation observable (observable entity)	XUSxZ	F-042F0	1
363870007	0	Mental state, behavior / psychosocial function observable (observable entity)	XUSyB	F-04316	1
363871006	0	Mental state (observable entity)	XUSyC	F-04317	1
363872004	0	Emotional state characteristics (observable entity)	XUSyD	F-04318	1
363896009	0	Behavior observable (observable entity)	XUSyb	F-04341	1
363910003	0	Characteristic of psychosocial functioning (observable entity)	XUSyp	F-0434F	1
364066008	0	Cardiovascular observable (observable entity)	XUT1L	F-043EA	1
364070000	2	General cardiovascular observable (observable entity)	XUT1P	F-043EE	1
364072008	0	Cardiac feature (observable entity)	XUT1R	F-043F0	1
364075005	0	Heart rate (observable entity)	XUT1U	F-043F3	1
364080001	0	Feature of left ventricle (observable entity)	XUT1Z	F-043F8	1
364086007	0	Pericardial feature (observable entity)	XUT1f	F-043FE	1
364087003	0	Blood vessel feature (observable entity)	XUT1g	F-043FF	1
364088008	0	Arterial feature (observable entity)	XUT1h	F-04400	1
364089000	0	Systemic arterial feature (observable entity)	XUT1i	F-04401	1
364090009	0	Systemic arterial pressure (observable entity)	XUT1j	F-04402	1
364093006	0	Feature of peripheral pulse (observable entity)	XUT1m	F-04405	1
364142000	0	Digestive system observable (observable entity)	XUT2Z	F-04436	1
364167002	0	Functional characteristic of gastrointestinal tract (observable entity)	XUT2y	F-0444F	1
364171004	0	Defecation observable (observable entity)	XUT32	F-04453	1
364386000	0	Endocrine, nutritional and metabolic observable (observable entity)	XUT6V	F-045C7	1
364392006	0	Metabolic observable (observable entity)	XUT6b	F-045CD	1
364561008	0	Musculoskeletal observable (observable entity)	XUT9K	F-046F9	1
364562001	0	Joint observable (observable entity)	XUT9L	F-046FA	1
364563006	0	Joint movement (observable entity)	XUT9M	F-046FB	1
364624006	0	Pain / sensation observable (observable entity)	XUTAK	F-047D3	1
364644000	0	Functional observable (observable entity)	XUTAe	F-047E7	1
364708003	0	Sample observable (observable entity)	XUTBf	F-048A2	1
364709006	0	Hematology observable (observable entity)	XUTBg	F-048A3	1
364710001	0	Red blood cell morphology (observable entity)	XUTBh	F-048A4	1
365140003	2	Emotion finding (finding)	XUTIa	F-92109	1
365275006	0	General well-being finding (finding)	XUTKj	F-0144F	1
365448001	0	Social and personal history finding (finding)	XUTNW	F-014EF	1
365469004	0	Household, family and support network finding (finding)	XUTNr	F-01503	1
365605003	0	Body measurement finding (finding)	XUTQ4	F-018CF	1
365854008	0	History finding (finding)	XUTU5	F-0196A	0
365860008	0	General clinical state finding (finding)	XUTUB	F-009BC	1
366157005	0	Finding of cardiovascular measurement (finding)	XUTYw	F-30108	1
366256008	0	Finding of bowel action (finding)	XUTaW	F-5010B	1
366671003	0	Finding of form of joint (finding)	XUThB	F-13007	1
366672005	2	Finding of joint movement [dup] (finding)	XUThC	F-13008	1
366716005	0	Joint stability finding (finding)	XUThu	F-13009	1
366718006	0	Finding of joint temperature (finding)	XUThw	F-1300A	1
366737002	0	Reproductive system drug (product)	XUTiF	C-50169	1
367324007	0	Subacute onset (attribute)	XaIKQ	G-C166	1
367325008	4	Acute onset (attribute)	Xa48K	G-C167	1
367326009	0	Insidious onset (attribute)	XUU7Y	G-C168	1
367327000	0	Sudden onset (attribute)	Xa48L	G-C169	1
367390009	0	Hypertension in the obstetric context (disorder)	XUD3V	D8-110FA	1
367512001	2	Joint function (observable entity)	XUDNu	F-10123	1
367636007	5	Malignant neoplastic process (qualifier value)	Xa9Hl	R-40864	1
367640003	5	Neoplastic process (qualifier value)	Xa9HZ	R-4050E	1
367651003	0	Malignant neoplasm of primary, secondary, or uncertain origin (morphologic abnormality)	XULeX	R-00005	1
370115009	0	Special concept (special concept)	XUUIO	R-00253	1
370121008	0	Disorder of blood / lymphatics / immune system (navigational concept)	XUUIT	F-00064	1
370122001	0	Poisoning / injury (navigational concept)	XUUIU	F-00065	1
370124000	0	REPLACED BY (attribute)	XUWHP	G-C2FF	1
370127007	1	Access instrument (attribute)	XUWOB	G-C035	1
370133003	0	Specimen substance (attribute)	XUWOG	G-C03A	1
370136006	0	Namespace concept (namespace concept)	XUWMU	R-003E8	1
370139004	0	Onsets (qualifier value)	XaIKO	R-422B7	1
370207001	0	Asthma limits walking up hills or stairs (finding)	XUUTc	F-00D43	1
370208006	0	Asthma never causes daytime symptoms (finding)	XUUTd	F-00D44	1
370218001	0	Mild asthma (disorder)	XUUTn	F-00D4D	1
370219009	0	Moderate asthma (disorder)	XUUTo	F-00D4E	1
370227000	1	Modifier AND/OR qualifier (qualifier value)	XUUTw	R-4000E	1
370570004	0	Kingdom Protoctista (organism)	XUUZc	L-00045	1
370894009	0	Serious reportable event (event)	XUUeq	R-10007	1
370909005	0	Serious reportable event associated with care management (event)	XUUf5	R-10011	1
370910000	0	Patient death or serious disability associated with a medication error (event)	XUUf6	R-10025	1
370915005	0	Stage 3 or 4 pressure ulcers acquired after admission to a healthcare facility (event)	XUUfB	R-10030	1
370981006	4	Entire hemithorax (body structure)	XUUgH	T-D3018	1
370989008	4	Hemithoracic structure (body structure)	XUUgP	T-D3019	1
370996005	0	Patient condition resolved (finding)	XUUgW	F-028F1	1
371001000	0	Patient cured (finding)	XUUgb	F-028F2	1
371306002	2	Inotropic product (product)	XUUld	C-80301	1
371311000	0	Skin structure of upper extremity (body structure)	XUUlj	T-02008	1
371344006	2	Uricosuric product (product)	XUUmJ	C-72036	1
371440003	0	Cancer protocol observable (observable entity)	XUUo2	F-048B9	1
371571005	0	Imaging by body site (procedure)	XUUqA	P0-009AA	0
371577009	0	Perinatal state (finding)	XUUqG	F-800F2	1
371578004	0	Perinatal period (qualifier value)	XUUqH	R-4227C	1
371582002	0	Disease due to Gram-positive bacteria (disorder)	XUUqL	DE-10086	0
371583007	0	Disease due to Gram-negative bacteria (disorder)	XUUqM	DE-10087	0
371622005	0	Elevated blood-pressure reading without diagnosis of hypertension (finding)	XUUr2	F-31006	1
371772001	0	Domestic abuse (event)	XUUte	F-01E21	1
372029004	0	Entire pelvic viscus (body structure)	XUUxp	T-D6102	1
372087000	0	Primary malignant neoplasm (disorder)	XUVpR	DF-00651	0
372174009	0	Colon part (body structure)	XUVqq	T-59317	1
372181002	0	External ear part (body structure)	XUVqx	T-AB10D	1
372184005	0	Glenohumeral joint part (body structure)	XUVr0	T-D0807	1
372208001	0	Part of bone of lower limb (body structure)	XUVrO	T-D0810	1
372216005	0	Part of chest wall (body structure)	XUVrW	T-D305E	1
372342007	0	Salmonella species (organism)	XUVtZ	L-1712B	1
372481008	0	Skin anti-infective (substance)	XUVvo	F-610FE	1
372519004	0	Nedocromil (substance)	XUVwQ	F-6151D	1
372553000	0	Mast cell stabilizer (substance)	XUVwy	F-615FF	1
372555007	0	Antiallergic (substance)	XUVx0	F-61602	1
372560006	0	Antiplatelet agent (substance)	XUVx5	F-61608	1
372575003	2	Epinephrine (substance)	XUVxK	F-B2132	1
372580007	0	Bronchodilator (substance)	XUVxP	F-616EB	1
372586001	0	Hypotensive agent (substance)	XUVxV	F-616F0	1
372665008	0	Non-steroidal anti-inflammatory agent (substance)	XUVyn	F-61898	1
372695000	0	Diuretic (substance)	XUVzH	F-618AF	1
372711004	0	Sulfonylurea (substance)	XUVzX	F-618BD	1
372752008	0	Central nervous system agent (substance)	XUW0D	F-61936	1
372758007	0	Uricosuric agent (substance)	XUW0J	F-6193C	1
372764000	0	Antiemetic (substance)	XUW0P	F-61943	1
372787008	0	Vasodilator (substance)	XUW0n	F-61957	1
372810006	0	Theophylline (substance)	XUW1A	F-6196C	1
372857007	0	Antiprotozoal agent (substance)	XUW1v	F-61997	1
372875008	0	Skin antibiotic (substance)	XUW2D	C-00265	1
372884008	0	Sympathomimetic agent (substance)	XUW2N	F-619AD	1
372885009	0	Respiratory smooth muscle relaxant (substance)	XUW2O	F-619AE	1
372888006	0	Anti-rheumatic agent (substance)	XUW2R	F-619B1	1
372894003	0	Smooth muscle relaxant (substance)	XUW2X	F-619B6	1
373110003	0	Emergency procedure (procedure)	XUW63	R-00300	0
373188003	0	Replacement procedure (procedure)	XUWEO	P0-009A7	0
373213009	0	Inotropic agent (substance)	XUWEo	F-617EB	1
373214003	0	Renal agent (substance)	XUWEp	F-617EC	1
373216001	0	Non-opioid analgesic (substance)	XUWEr	F-617EE	1
373229001	0	Cromoglycate and related antiallergenic (substance)	XUWF4	F-617F8	1
373231005	0	Musculoskeletal system agent (substance)	XUWF6	F-617FA	1
373244000	0	Immunologic agent (substance)	XUWFJ	F-61809	1
373245004	0	Antidiabetic agent (substance)	XUWFK	F-6180A	1
373247007	0	Cardiovascular agent (substance)	XUWFM	F-6180C	1
373249005	0	Anti-infective agent (substance)	XUWFO	F-6180E	1
373252002	0	Cardiac agent (substance)	XUWFR	F-61812	1
373258003	0	Gastrointestinal agent (substance)	XUWFX	F-61818	1
373265006	0	Analgesic (substance)	XUWFf	F-6181F	1
