CONCEPTID	CONCEPTSTATUS	FULLYSPECIFIEDNAME	CTV3ID	SNOMEDID	ISPRIMITIVE
223663009	0	Denmark (geographic location)	Ua088	R-30412	1
223664003	0	England (geographic location)	Ua089	R-30413	1
223678002	0	Scotland (geographic location)	Ua08N	R-30421	1
223680008	0	Spain (geographic location)	Ua08P	R-30423	1
223683005	0	Wales (geographic location)	Ua08S	R-30426	1
223685003	0	North American country (geographic location)	Ua08U	R-30428	1
223686002	0	Canada (geographic location)	Ua08V	R-30429	1
223687006	0	Mexico (geographic location)	Ua08W	R-3042A	1
223688001	0	United States of America (geographic location)	Ua08X	R-3042B	1
223725007	0	Part of country (geographic location)	Ua098	R-30450	1
223943004	0	Scottish health boards (environment)	Ua0F9	R-30527	1
223944005	10	Argyll and Clyde health board (environment)	Ua0FA	R-30528	1
223946007	10	Borders health board (environment)	Ua0FC	R-3052A	1
223977009	0	Welsh health authorities (environment)	Ua0Fh	R-30549	1
223999001	0	Part of North American country (geographic location)	Ua0G2	R-3055E	1
224037005	0	Region of United States of America (geographic location)	Ua0Ge	R-30584	1
224058004	0	Illinois (geographic location)	Ua0Gy	R-30598	1
224526002	0	Woman (person)	Ua0Wg	S-11297	1
224814000	0	Isolated environment (environment)	Ua0nP	R-3007E	1
224884006	0	Location within hospital premises (environment)	Ua0sS	R-300B3	1
224888009	0	Health education room (environment)	Ua0sX	R-300B7	1
224889001	0	Toilet on hospital premises (environment)	Ua0sY	R-300B8	1
224891009	0	Healthcare services (qualifier value)	Ua0sa	R-40309	1
224898003	0	Orthotic device (physical object)	Ua0vX	A-104EA	1
224930009	0	Services (qualifier value)	Ua0yf	R-40326	1
225351009	0	Care provision regimes (regime/therapy)	Ua1QW	P0-00096	1
225355000	0	Care of patient states (regime/therapy)	Ua1Qq	P0-0009A	1
225364005	0	Care of body sites (regime/therapy)	Ua1RM	P0-000A1	1
225365006	0	Care regimes (regime/therapy)	Ua1RN	P0-000A2	1
225426007	4	Administration of therapeutic substance (procedure)	Ua1VH	P2-4510F	1
225552003	0	Wound finding (finding)	Ua1d3	F-40102	0
225746001	0	Ward (environment)	Ua1x7	R-300F3	1
226357001	0	Purine or purine derivative (substance)	Ub08R	C-100E5	1
229013007	0	Biopsy of joint structure (procedure)	XU2Te	P1-102A7	0
229757002	0	Lower trunk (surface region) (body structure)	Ub1ZD	T-D2023	1
229761008	0	Upper trunk (surface region) (body structure)	Ub1ZR	T-D2011	1
229765004	0	Entire pelvis (body structure)	Ub1cR	T-D6001	1
229921003	0	Sandwich - dietary (substance)	Ub1qO	C-F0076	1
229931005	0	Procedure on ureter (procedure)	XU2VA	P0-050D9	0
233604007	0	Pneumonia (disorder)	X100E	D2-0007F	1
233605008	6	Pneumonia due to other specified organisms (disorder)	X100F	R-F0521	1
233620002	0	Pneumonia due to parasitic infestation (disorder)	X100b	D2-00083	1
233703007	0	Interstitial lung disease (disorder)	X102V	D2-00089	0
234532001	0	Immunodeficiency disorder (disorder)	X20GZ	F-C0450	1
235340004	0	Excision of polyp of large intestine (procedure)	X20Xd	P1-5700D	0
236195008	0	Cystoscopic replacement of ureteric stent (procedure)	X30E8	P1-7372D	0
236218001	0	Open operation on content or wall of bladder (procedure)	X30Ee	P1-74015	0
236220003	0	Drainage of bladder or paravesical space (procedure)	X30Eg	P0-051F0	1
236239008	0	Urethral catheter procedure (procedure)	X30F1	P0-051F3	0
236246004	0	Operation for female bladder neck obstruction (procedure)	X30F8	P1-74017	0
237284001	0	Symptomatic disorders in pregnancy (disorder)	X40C4	DF-0008E	1
237288003	0	Abnormal weight gain in pregnancy (disorder)	X40CA	DF-00091	1
239516002	0	Monitoring procedure (regime/therapy)	XU2pL	P0-00791	1
239739005	0	Contracture of knee joint (disorder)	X700Z	D1-2249F	0
239748000	0	Recurrent subluxation of joint (disorder)	X700h	D1-224A4	0
239953001	0	Soft tissue lesion (disorder)	X7068	D1-50622	0
240634004	0	Non-intestinal flagellate infection (disorder)	X70Oi	DE-5009C	1
240635003	0	Leishmanial pneumonia (disorder)	X70Oj	DE-55504	0
242055009	0	Accidentally killed (event)	X70yK	A-A103C	1
242070005	0	Railway and road transport accidents (event)	X70yZ	A-A103E	1
242171006	0	Water or air transport accident (event)	X710H	A-A10A1	1
242238000	0	Accident to spacecraft in flight (event)	X711M	A-A10DF	1
242244001	0	Collision of spacecraft (event)	X711S	A-A10E5	1
242247008	0	Collision of spacecraft with meteorite (event)	X711V	A-A10E7	1
243072006	0	Cancer education (procedure)	X71Eu	P2-11814	1
243120004	0	Regimes and therapies (regime/therapy)	X71ZT	P0-000DC	1
243226004	0	Catalase-positive Gram-positive coccus (organism)	X73Ef	L-1002C	1
243229006	0	Catalase-negative Gram-positive coccus (organism)	X73FV	L-1002D	1
243311003	0	Non-Enterobacteriaceae (organism)	X73Lx	L-10045	1
243328000	0	Non-fermentative Gram-negative bacillus (organism)	X73NR	L-10047	1
243594009	0	Enveloped ssRNA virus with a DNA step in life-cycle (organism)	X73kT	L-3000E	1
243599004	0	Enveloped ssRNA virus without a DNA step in life-cycle (organism)	X73kg	L-3000F	1
243611009	0	Enveloped ssRNA virus without a DNA step with multiple-stranded negative-sense genome (organism)	X73le	L-30015	1
243665009	0	Intestinal nematode (navigational concept)	X73oK	L-55101	1
243796009	0	Situation with explicit context (situation)	X74VQ	R-20000	1
243815002	0	Prevention status (finding)	X74Vj	F-00B9A	1
243851009	0	Chronic disease monitoring status (finding)	X74WJ	F-00B9B	1
243852002	0	Cardiac disease monitoring status (finding)	X74WK	F-00C85	1
243853007	0	Respiratory disease monitoring status (finding)	X74WL	F-00C86	1
243928005	0	Entire body region (body structure)	X74XY	T-D009F	1
243984005	0	Entire region of retroperitoneal space (body structure)	X74Yg	T-D4903	1
243996003	0	Entire limb (body structure)	X74Yt	T-D0304	1
244011004	0	Surface region of lower limb (body structure)	X74ZB	T-D06AA	1
244016009	0	Structure of surface region of knee (body structure)	X74ZG	T-D9204	1
244202008	0	Systemic artery of trunk (body structure)	X74dG	T-4103C	1
244216003	0	Branch of external carotid artery (body structure)	X74dZ	T-4500B	1
244221000	0	Branch of maxillary artery (body structure)	X74de	T-4500C	1
244508006	0	Entire joint of head and neck (body structure)	X74jR	T-15024	1
244567004	0	Soft tissue joint component (body structure)	X74ke	T-D05EB	1
244697000	0	Part of shaft of femur (body structure)	X74sL	T-1273B	1
245255009	0	Structure of lymphoreticular system (body structure)	X752B	T-D0143	1
245424001	0	Region of large intestine (body structure)	X755K	T-59004	1
245425000	0	Region of colon (body structure)	X755L	T-5930B	1
245426004	0	Entire colic flexure (body structure)	X755M	T-59431	1
245428003	0	Entire left colic flexure (body structure)	X755O	T-59443	0
245429006	0	Entire rectosigmoid junction (body structure)	X755P	T-59671	1
245430001	0	Region of rectum (body structure)	X755Q	T-59603	1
245431002	0	Supra-ampullary part of rectum (body structure)	X755R	T-59604	1
245432009	0	Entire rectal ampulla (body structure)	X755S	T-59651	1
245500007	0	Structure of anatomical reproductive system (body structure)	X756w	T-D0145	1
245513001	0	Entire segmental bronchus (body structure)	X757N	T-26078	1
245516009	0	Basal segment of lung (body structure)	X757S	T-280D5	1
245523005	0	Segment of lower lobe of left lung (body structure)	X757l	T-28562	0
245524004	0	Entire lobe of lung (body structure)	X757p	T-28773	1
245849007	0	Post-surgical anatomy (morphologic abnormality)	X75Ie	T-D0169	1
245857005	0	Stoma (morphologic abnormality)	X75Io	T-D016B	1
246061005	0	Attribute (attribute)	X75Mq	G-C00D	1
246075003	0	Causative agent (attribute)	X75N8	G-C17D	1
246090004	0	Associated finding (attribute)	X75NV	G-C189	1
246112005	0	Severity (attribute)	X75OA	G-C197	1
246456000	0	Episodicity (attribute)	X75Wb	G-C24A	1
246464006	0	Function (observable entity)	X75Wq	R-42019	1
248326004	0	Body measure (observable entity)	X76Bk	F-03D4B	1
248402002	0	General finding of soft tissue (finding)	X76DF	F-03DAC	0
248627000	0	Pulse characteristics (observable entity)	X76Ix	F-03EA9	1
248718009	0	Arterial finding (finding)	X76L4	F-3A012	0
248982007	0	Pregnancy, childbirth and puerperium finding (finding)	X76Qh	F-00A28	1
249376008	0	Mouth and/or pharynx finding (finding)	X76Zq	F-00CB0	0
249561001	0	Abdominal organ finding (finding)	X76e1	F-50843	0
249562008	0	Bowel finding (finding)	X76e2	F-50835	0
249578005	0	Kidney finding (finding)	X76eN	F-701FF	0
250085001	0	Form of joint (observable entity)	X76qk	F-00DFC	1
250087009	0	Joint deformity (finding)	X76qn	F-13011	1
250124002	0	Joint temperature (observable entity)	X76ra	F-00E12	1
250171008	0	Clinical history and observation findings (finding)	X76sV	F-00E39	1
250428009	0	Antimicrobial substance (substance)	X76y2	F-614C9	1
250907009	0	Left ventricular function (observable entity)	X776L	F-02220	1
251070002	0	Non-invasive systolic arterial pressure (observable entity)	X779Q	F-023D4	1
251076008	0	Non-invasive arterial pressure (observable entity)	X779X	F-023D8	1
252059006	0	Vascular measure (observable entity)	X77UH	F-03199	1
252060001	0	Arterial measure (observable entity)	X77UI	F-0319A	1
254291000	0	Staging and scales (staging scale)	X78FG	G-E001	1
254292007	0	Tumor staging (tumor staging)	X78FH	G-E395	1
255103009	0	Malignant tumor of mesothelial and soft tissue (navigational concept)	X78hq	DF-004C8	1
255227004	0	Recurrent (qualifier value)	X78tw	G-A39A	1
255234002	0	After (attribute)	X78u5	G-C026	1
255324009	0	Movement (observable entity)	X78wk	R-403D0	1
255409004	0	Pregnant woman (person)	X78yp	S-11299	1
255620007	0	Foods (substance)	X7943	C-F0125	1
255637000	0	Salicylate (substance)	X794p	R-F121B	1
256868006	0	Gastric secretions (substance)	X79ba	T-57644	1
256876008	0	Entire intestine (body structure)	X79bn	T-D4016	1
257293006	0	External splintage (physical object)	X79jr	A-10F62	1
257396001	0	Linen suture (physical object)	X79m2	A-10FD1	1
257557008	0	Place (environment)	X79q7	R-30110	1
257585005	0	Clinic (environment)	X79qe	R-301A9	1
257733005	0	Activity (observable entity)	X79tW	R-41C29	1
257915005	0	Sampling - action (qualifier value)	X79x8	P0-020E6	1
257922002	1	Needle biopsy - action (qualifier value)	X79xF	P0-0208E	1
258049002	0	Protocols (qualifier value)	X7A0K	R-41CFF	1
258232002	0	Cancer staging (tumor staging)	X7A6A	R-41DB8	1
258349007	0	Grades (qualifier value)	X7A8m	R-41E12	1
258415003	0	Biopsy sample (specimen)	X7A9v	G-802E	0
258417006	0	Bone tissue sample (specimen)	X7A9x	G-813D	0
258442002	0	Fluid sample (specimen)	X7AAS	G-8044	0
258450006	0	Cerebrospinal fluid sample (specimen)	X7AAc	G-804B	0
258539005	0	Bone and joint sample (specimen)	X7ACO	G-809A	1
258541006	0	Cardiovascular sample (specimen)	X7ACU	G-809C	0
258582006	0	Blood clot sample (specimen)	X7ADs	G-81BB	0
258603007	0	Respiratory sample (specimen)	X7AEg	G-81C8	0
258604001	0	Upper respiratory sample (specimen)	X7AEh	G-81C9	0
259552008	0	Sulfonylurea and its derivatives (substance)	X80NJ	C-2200C	1
259553003	0	Methylated xanthine derivative (substance)	X80NP	C-100B1	1
260245000	0	Findings values (qualifier value)	X80uE	R-40271	1
260411009	0	Presence findings (qualifier value)	X80xg	R-40773	1
260507000	0	Access (attribute)	X80zs	G-C042	1
260603009	0	Via urogenital tract (qualifier value)	X811q	G-D072	1
260686004	0	Method (attribute)	X900S	G-C04E	1
260769002	0	Materials (substance)	X902D	F-612C5	1
260782005	0	Joint component (attribute)	X902X	G-C137	1
260787004	0	Physical object (physical object)	X902f	A-00004	1
260870009	0	Priority (attribute)	X904E	G-C09C	1
261004008	0	Diagnostic intent (qualifier value)	X907O	R-408C3	1
261030007	0	End colostomy - stoma (morphologic abnormality)	X9081	T-59303	1
261060002	0	Entire body surface region (body structure)	X908n	T-D0038	1
262202000	0	Therapeutic intent (qualifier value)	X90iG	R-41531	1
262225004	0	Entire trunk (body structure)	X90it	T-D2013	1
262525000	0	Chest injury (disorder)	XA00K	DD-0023C	0
262587005	0	Superficial partial thickness burn (morphologic abnormality)	XA01c	M-11107	1
262588000	0	Deep partial thickness burn (morphologic abnormality)	XA01d	M-11108	1
263017003	0	Dislocation of joint of upper limb (disorder)	XA0Cs	D1-22417	0
263021005	0	Anterior dislocation of shoulder joint (disorder)	XA0Cx	DD-1450C	0
263031003	0	Subluxation of joint (disorder)	XA0DG	DD-1407F	0
263047001	0	Subluxation of joint of upper limb (disorder)	XA0DX	D1-22424	0
263051004	0	Subluxation of shoulder joint (disorder)	XA0Db	DD-1450E	0
263225007	0	Fracture of proximal end of femur (disorder)	XA0HE	DD-13108	0
263502005	0	Clinical course (attribute)	XC00U	G-C153	1
263654008	0	Abnormal (qualifier value)	XC05B	R-42037	1
263703002	0	Changed status (qualifier value)	XC06j	R-42058	1
264274002	0	Endoscopic operation (procedure)	XC0P2	P1-0016D	0
264395009	0	Microorganism (organism)	XC0Td	L-00040	1
264585001	0	Colostomy - stoma (morphologic abnormality)	XC0fs	T-5930F	1
264641009	0	Entire retrocecal appendix (body structure)	XS0Iw	T-59262	1
264752007	0	Grading values (qualifier value)	XC0kA	R-42446	1
266228004	6	Essential hypertension NOS (disorder)	XE0Ud	D3-02101	1
266287006	4	(Hypertensive disease) or (hypertension) (disorder)	XE0W8	R-F707E	1
266361008	0	Non-allergic asthma (disorder)	XE0YT	D2-000A7	1
266365004	6	Asthma NOS (disorder)	XE0YX	D2-0007B	1
266894000	0	Family history: Cardiovascular disease (situation)	XE0oF	G-032F	0
266898002	0	Family history: Respiratory disease (situation)	XE0oJ	G-0331	0
266995000	0	History of - cardiovascular disease (situation)	XE0q8	G-0335	0
267038008	0	Edema (finding)	XE0qw	F-04247	0
267102003	0	Sore throat symptom (finding)	XE0sE	F-01EDB	1
267202005	6	Edema or excessive weight gain in pregnancy without mention of hypertension (disorder)	XE0vu	D8-14113	1
267307002	6	Hypertension of pregnancy NOS (disorder)	XE0xy	D8-11028	1
267930004	4	Joint contracture of the lower leg (disorder)	XE1EE	D1-22407	1
267931000	0	Joint contracture of the ankle and/or foot (disorder)	XE1EF	D1-22408	0
268509003	0	Cardiac disease monitoring (regime/therapy)	XE1Su	P0-0058B	1
268511007	0	Respiratory disease monitoring (regime/therapy)	XE1Sw	P0-0058D	1
268607006	0	Hypertension risk level (observable entity)	XE1VI	F-02A6E	1
268918008	0	On examination - edema (finding)	XE1h6	R-207BC	0
268966001	0	On examination - anesthesia present (situation)	XE1hu	R-207E3	0
269105005	0	Dislocation or subluxation of shoulder (disorder)	XE1lL	DD-14517	1
269108007	0	Closed traumatic dislocation shoulder joint, inferior (infra-glenoid) (disorder)	XE1lO	DD-14519	1
269475001	0	Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)	XE1vo	DC-00004	0
269722001	0	Adverse reaction to salicylate (disorder)	XE22E	F-02AC1	0
269723006	0	Adverse reaction to antirheumatic (disorder)	XE22F	F-02AC2	0
271650006	0	Diastolic blood pressure (observable entity)	XM02Y	F-008ED	1
271712005	0	Observation of sensation (finding)	XM04Q	F-008F2	1
271880003	0	On examination - specified examination finding (finding)	XM09a	R-2018A	0
272099008	0	Descriptor (qualifier value)	XM0Dh	R-407D2	1
272103003	0	Time patterns (qualifier value)	XM0Dl	R-407D6	1
272125009	0	Priorities (qualifier value)	XM0E6	R-407E8	1
272141005	0	Severities (qualifier value)	XM0EN	R-407F6	1
272179000	0	Domestic, office and garden artefact (physical object)	XM0F6	A-00915	1
272181003	0	Clinical equipment and/or device (physical object)	XM0F8	A-00917	1
272379006	0	Event (event)	XM0Ik	R-10000	1
272396007	0	Ranked categories (qualifier value)	XM0J7	R-40836	1
272424004	0	Relative sites (qualifier value)	XM0JZ	R-4084E	1
272519000	0	Absence findings (qualifier value)	XM0L8	R-4089B	1
272520006	0	Degree findings (qualifier value)	XM0L9	R-4089C	1
272608008	0	Invertebrate (organism)	XM0OG	L-80018	1
272610005	0	Surface region of head (body structure)	XM0OL	T-D067E	1
272617008	0	Surface region of limb (body structure)	XM0OS	T-D0303	1
272625005	0	Entire body organ (body structure)	XM0Ob	T-D0074	1
272626006	0	Respiratory organ (body structure)	XM0Oc	T-D0076	1
272627002	0	Entire digestive organ (body structure)	XM0Od	T-60001	1
272628007	0	Urogenital organ (body structure)	XM0Oe	T-D0077	1
272629004	0	Urinary organ (body structure)	XM0Of	T-D016D	1
272630009	0	Entire female genital organ (body structure)	XM0Oh	T-8000C	1
272631008	0	Abdominal organ (body structure)	XM0Oi	T-D4017	1
272652000	0	Entire segment of left lung (body structure)	XM0PO	T-28563	0
272655003	0	Entire lobe of left lung (body structure)	XM0PR	T-28775	0
272673000	0	Bone structure (body structure)	XM0QK	T-D016E	1
272710004	0	Bone structure of thorax (body structure)	XM0R8	T-D0170	1
272725004	0	External stoma (morphologic abnormality)	XM0Rc	T-D017A	1
272734009	0	Object (attribute)	XM0Rl	G-C170	1
272738007	0	Site of (a-h) (navigational concept)	XM0Rp	G-C582	1
272741003	0	Laterality (attribute)	XM0Rs	G-C171	1
273249006	0	Assessment scales (assessment scale)	XM0Zx	G-E048	1
274025005	0	Colonic polypectomy (procedure)	XM0nk	P1-57387	0
274035004	0	Urinary calculus removal (procedure)	XM0nz	P0-0509B	0
274103002	6	Pneumonia NOS (disorder)	XM0rv	D2-0009B	1
274323008	0	Endoscopic biopsy of colon (procedure)	XM12S	P1-57364	0
274330002	0	Surgical biopsy (procedure)	XM12p	P1-0310C	0
274334006	0	Surgical biopsy of joint (procedure)	XM12t	P1-0310D	0
274357000	0	Surgical biopsy of urinary tract (procedure)	XM13H	P1-7003A	0
274383005	0	Aspiration - diagnostic (procedure)	XM13m	P1-0000F	0
274391001	0	Diagnostic aspiration of joint (procedure)	XM13x	P1-10121	0
274423009	0	Drainage of bladder (procedure)	XM16F	P0-058A9	0
274424003	0	Indwelling catheter replaced (procedure)	XM16G	P0-0004E	0
274562003	0	Joint contraction absent (finding)	XM19G	F-13003	1
275498002	0	Respiratory tract infection (disorder)	XM1QW	D2-0009A	0
275908000	0	Asthma monitoring (regime/therapy)	XM1Xb	P0-0038C	1
275944005	0	Hypertension monitoring (regime/therapy)	XM1YA	P0-003E5	1
276201005	2	Bacterial infection due to Klebsiella pneumoniae (disorder)	XSCET	R-F2438	1
276239002	0	Therapy (regime/therapy)	XU3pa	P0-007D1	1
276272002	0	Catheter procedure (procedure)	Xa01W	P0-007D3	0
276329005	0	Joint stability (observable entity)	Xa034	F-03CB1	1
276339004	0	Environment (environment)	Xa03R	R-304A6	1
276341003	0	Cardiovascular investigation (procedure)	Xa03S	P0-007D4	0
276434005	0	Entire abdominal viscus (body structure)	XS0H0	T-D03DF	1
276435006	0	Pain / sensation finding (finding)	Xa05Q	F-03CD3	1
276800000	0	Normality findings (qualifier value)	Xa0DB	R-42814	1
276885007	0	Core body temperature (observable entity)	Xa0Ez	F-03E77	1
276886008	0	Peripheral body temperature (observable entity)	Xa0F0	F-03E78	1
277132007	0	Therapeutic procedure (procedure)	XU3r8	P0-0000E	0
277302009	0	Natures (qualifier value)	Xa0N6	R-40050	1
277367001	0	Nature of procedure values (qualifier value)	Xa0OG	R-4006C	1
277712000	0	Cardiac internal structure (body structure)	Xa0Ux	T-D052F	1
278195005	0	Entire body system (body structure)	Xa0eH	T-D0052	1
278197002	0	Entire respiratory system (body structure)	Xa0eJ	T-20003	1
278198007	0	Entire cardiovascular system (body structure)	Xa0eK	T-30001	1
278264008	0	Surface region of trunk (body structure)	Xa0fR	T-D200B	1
278368009	0	Segmental bronchus of left lung (body structure)	Xa0hQ	T-26072	1
278378007	0	Segmental bronchus of left lower lobe (body structure)	Xa0ha	T-26077	0
278382009	0	Entire left lower lobe anterior segmental bronchus (body structure)	Xa0he	T-26721	0
278384005	0	Entire left lower lobe posterior segmental bronchus (body structure)	Xa0hg	T-26741	0
278421003	0	Hormones and their metabolites and precursors (substance)	Xa0iT	T-D0087	1
278448002	0	Care plan (qualifier value)	Xa0jb	R-40582	1
278844005	0	General clinical state (observable entity)	Xa0ro	F-008B0	1
278858007	0	Entire musculoskeletal system (body structure)	Xa0sI	T-1000C	1
278859004	0	Entire digestive system (body structure)	Xa0sJ	T-50001	1
278861008	0	Entire genitourinary system (body structure)	Xa0sL	T-70204	1
278876000	0	Entire endocrine system (body structure)	Xa0sd	T-B00F2	1
279001004	0	Pain finding at anatomical site (finding)	Xa0w5	F-A2629	0
279362001	0	Division of urinary tract (body structure)	Xa13p	T-70003	1
279400008	0	Region of bladder (body structure)	Xa14X	T-D05B5	1
279493001	0	Structure of female bladder neck (body structure)	Xa16J	T-80102	1
279500006	0	Urinary outflow structure (body structure)	Xa16S	T-70023	1
279501005	0	Male urinary outflow structure (body structure)	Xa16T	T-90112	1
279502003	0	Female urinary outflow structure (body structure)	Xa16U	T-80103	1
279972009	0	Entire gastrointestinal tract (body structure)	Xa1Fl	T-50107	1
279973004	0	Entire lower gastrointestinal tract (body structure)	Xa1Fm	T-50121	1
280115004	0	Acquired body structure (body structure)	Xa1IZ	T-D0140	1
280128006	0	Disorder of soft tissue of body cavity (disorder)	Xa1Iw	D1-500DC	0
280133005	0	Disorder of soft tissue of trunk (disorder)	Xa1J1	D1-500E1	0
280134004	0	Disorder of soft tissue of limb (disorder)	Xa1J2	D1-500E2	0
280136002	0	Disorder of soft tissue of lower limb (disorder)	Xa1J4	DF-00908	0
280137006	0	Diabetic foot (disorder)	Xa1J5	DB-61501	1
280435009	0	Joint structure of head and neck (body structure)	Xa1Pw	T-1502B	1
280436005	0	Regional joint structure (body structure)	Xa1Px	T-1502C	1
280437001	0	Joint structure of thoracic wall (body structure)	Xa1Q1	T-15603	1
280438006	0	Joint structure of pelvis or upper leg (body structure)	Xa1Q2	T-1502D	1
280439003	0	Joint structure of lower leg and/or tarsus (body structure)	Xa1Q3	T-1570F	1
280441002	0	Regional bone structure (body structure)	Xa1QB	T-D0142	1
280542007	0	Body wall structure (body structure)	Xa1SL	T-D2014	1
280699007	0	Abdominal stoma (morphologic abnormality)	Xa1VX	T-D430F	1
281088000	0	Anorectal structure (body structure)	Xa1dL	T-59005	1
281157001	0	Systemic vascular structure (body structure)	Xa1fQ	T-4000E	1
281159003	0	Systemic arterial structure (body structure)	Xa1fS	T-4105E	1
281231009	0	Vascular structure of head (body structure)	Xa1h5	T-D0767	1
281232002	0	Vascular structure of head and neck (body structure)	Xa1h6	T-D1001	1
281233007	0	Cardiovascular structure of trunk (body structure)	Xa1h7	T-D2015	1
281239006	0	Exacerbation of asthma (disorder)	Xa1hD	D2-00076	1
281241007	0	Musculoskeletal structure of head (body structure)	Xa1hF	T-D0769	1
281242000	0	Musculoskeletal structure of limb (body structure)	Xa1hG	T-D0306	1
281243005	0	Musculoskeletal structure of upper limb (body structure)	Xa1hH	T-D076A	1
281244004	0	Musculoskeletal structure of lower limb (body structure)	Xa1hI	T-D9030	1
281252001	0	Musculoskeletal structure of pelvis (body structure)	Xa1hQ	T-D6006	1
281253006	0	Musculoskeletal structure of head and neck (body structure)	Xa1hR	T-D1002	1
281399006	0	Did not attend (finding)	Xa1kG	F-02A3A	1
281415003	0	Joint structure of shoulder girdle (body structure)	Xa1ka	T-12208	1
281467004	0	Intrathoracic cardiovascular structure (body structure)	Xa1lX	T-D320B	1
281468009	0	Intrathoracic systemic artery (body structure)	Xa1lY	T-4105F	1
281488008	0	Entire lower respiratory tract (body structure)	Xa1lx	T-2000B	1
281501002	0	Intra-abdominal digestive structure (body structure)	Xa1mB	T-50006	1
281586009	0	Special atomic mapping values (qualifier value)	Xa1o6	R-42008	1
281600005	0	Intestinal stoma (morphologic abnormality)	Xa1oa	T-50504	1
281647001	0	Adverse reaction (disorder)	Xa1pa	F-02A7D	1
281666001	0	Family history of disorder (situation)	Xa1px	G-018A	0
281691001	0	Physiological monitoring regimes (regime/therapy)	Xa1qY	P0-005ED	1
281827007	0	Regional cardiovascular structure (body structure)	Xa1tW	T-30009	1
281832008	0	Entire auditory system (body structure)	Xa1tc	T-A0061	1
281901006	0	Intra-abdominal urinary structure (body structure)	Xa1vD	T-D4018	1
281904003	0	Pelvic cavity urinary structure (body structure)	Xa1vI	T-D6229	1
281905002	0	Pelvic cavity male genital structure (body structure)	Xa1vJ	T-D622A	1
281906001	0	Pelvic cavity female genital structure (body structure)	Xa1vK	T-D622B	1
281958007	0	Fracture alignments (morphologic abnormality)	Xa1wG	M-12012	1
282089006	0	Replacement - action (qualifier value)	Xa1zb	P0-021BF	1
282100009	0	Adverse reaction to substance (disorder)	Xa1zq	F-034FC	0
282408009	0	Recurrent subluxation of shoulder joint (disorder)	Xa25K	D1-22499	0
282771003	0	Pelvic injury (disorder)	Xa2Cu	DF-00A6F	0
284003005	0	Bone injury (disorder)	Xa2YB	D1-60012	0
284488007	0	Domestic artefact (physical object)	Xa2jx	A-0099F	1
284521000	0	Pitting edema (finding)	Xa2ka	F-01C66	0
284666000	0	Trophic life form (organism)	Xa2nK	L-0000D	1
284667009	0	Heterotroph (organism)	Xa2nL	L-0000E	1
285128009	0	Personal environment (environment)	Xa2zo	R-30183	1
285201006	0	Hospital environment (environment)	Xa31K	R-3018E	1
285592006	0	Personal care activity (observable entity)	Xa39r	F-020F4	1
285854004	0	Emotion (observable entity)	Xa3HY	F-02283	1
286558002	0	Ureteric stent (physical object)	Xa3W7	A-11C08	1
286648007	0	Cystoscopic ureteric stent procedure (procedure)	Xa3Xp	P1-7373B	0
286738000	0	Removal of urinary catheter (procedure)	XU48A	P1-70057	0
286850002	0	Personal hygiene activities, function (observable entity)	Xa3bU	F-03142	1
286851003	0	Activities for washing and drying self, function (observable entity)	Xa3bV	F-0314B	1
286852005	0	Washing self, function (observable entity)	Xa3bW	F-0314C	1
286862003	0	Cystostomy tube (physical object)	Xa3dj	A-2640C	1
287620002	2	Removal of bladder catheter (procedure)	XUU5C	R-F2BD8	1
287708003	0	Transurethral bladder excision (procedure)	Xa3s3	P1-7473C	0
287728004	0	Open bladder diverticulectomy (procedure)	Xa3sN	P1-74318	0
288013007	0	Open bladder excision (procedure)	Xa3xF	P1-03069	0
288524001	0	Courses (qualifier value)	Xa48J	R-424EF	1
288526004	0	Episodicities (qualifier value)	Xa48Q	R-424F0	1
288529006	0	Context values (qualifier value)	Xa48U	R-424FC	1
288531002	0	Finding status values (qualifier value)	Xa49D	R-424FE	1
288532009	0	Context values for actions (qualifier value)	Xa49E	R-424FF	1
288533004	0	Change values (qualifier value)	Xa49F	R-42500	1
289896006	0	Menstrual problem (navigational concept)	Xa4e4	F-840B5	1
289960006	0	Musculoskeletal structure of thorax (body structure)	Xa4fF	T-D305C	1
290019005	0	Non-metal elements and their compounds or derivatives (substance)	Xa4h1	F-61794	1
292040004	0	Analgesic adverse reaction (disorder)	Xa5FJ	DF-10016	0
292041000	0	Non-opioid analgesic adverse reaction (disorder)	Xa5FK	DF-10017	0
292044008	0	Aspirin adverse reaction (disorder)	Xa5FN	DF-1001A	0
292548001	0	Drug groups primarily affecting respiratory system adverse reaction (disorder)	Xa5NN	DF-10B10	0
292614006	0	Xanthine adverse reaction (disorder)	Xa5OR	DF-10B52	0
292617004	0	Theophylline adverse reaction (disorder)	Xa5OU	DF-10B55	0
292618009	0	Bronchodilator preparations adverse reaction (disorder)	Xa5OV	DF-10B56	0
292670005	0	Drug groups primarily affecting musculoskeletal system adverse reaction (disorder)	Xa5PK	DF-10B89	0
293304001	0	Hematological agents adverse reaction (disorder)	Xa5ZN	DF-10DF9	0
293416008	0	Drug groups primarily affecting cardiovascular system adverse reaction (disorder)	Xa5b9	DF-10E67	0
293453002	0	Diuretic adverse reaction (disorder)	Xa5bj	DF-10E8B	0
297223007	0	Divided colostomy stoma (morphologic abnormality)	Xa6aI	T-59309	1
