DESCRIPTIONID	DESCRIPTIONSTATUS	CONCEPTID	TERM	INITIALCAPITALSTATUS	DESCRIPTIONTYPE	LANGUAGECODE
2148514019	0	404684003	Clinical finding (finding)	0	3	en
2148747013	0	404917004	Enzyme based wound dressing (physical object)	0	3	en
2148846014	0	405016003	Vital signs status (observable entity)	0	3	en
2149099011	0	405269005	Neonatal intensive care unit (environment)	0	3	en
2149445014	0	405615003	Notable event (event)	0	3	en
2149614016	0	405784000	Pharmacological assessment (procedure)	0	3	en
2149643012	0	405813007	Procedure site - Direct (attribute)	0	3	en
2149644018	0	405814001	Procedure site - Indirect (attribute)	0	3	en
2149645017	0	405815000	Procedure device (attribute)	0	3	en
2149646016	0	405816004	Procedure morphology (attribute)	0	3	en
2149782018	0	405952001	Parameningeal structure in the context of malignancy (body structure)	0	3	en
2149952018	0	406122000	Head finding (finding)	0	3	en
2149953011	0	406123005	Viscus structure finding (finding)	0	3	en
2149992016	0	406162001	Asthma management (regime/therapy)	0	3	en
2150285019	0	406455002	Allergen class (substance)	0	3	en
2150293019	0	406463001	Drug allergen (substance)	0	3	en
2150295014	0	406465008	Food allergen (substance)	0	3	en
2150359015	0	406529000	Pneumonia severity index (assessment scale)	0	3	en
2150473013	0	406643003	World Health Organization Antiretroviral therapy guidelines (observable entity)	0	3	en
2151143015	0	407312007	Enzyme inhibitor (substance)	0	3	en
2151246019	0	407415005	Genus Lentivirus (organism)	1	3	en
2151256015	0	407425000	Primate lentivirus group (organism)	1	3	en
2151505011	0	407674008	Aspirin-induced asthma (disorder)	0	3	en
2151572010	0	407741000	Cervical collar (physical object)	0	3	en
2151844011	0	408014001	Soft foam cervical collar (physical object)	0	3	en
2151930016	0	408099007	Suture (physical object)	0	3	en
2152469016	0	408637006	Disease due to Gram-positive coccus (disorder)	0	3	en
2152470015	0	408638001	Disease due to Gram-negative bacillus (disorder)	0	3	en
2152626015	0	55014007	Family Orthomyxoviridae (organism)	1	3	en
2152859015	0	77622001	Family Retroviridae (organism)	1	3	en
2153164013	0	302727003	Salmonella group M phase 1 f-r (navigational concept)	1	3	en
2154126017	0	406643003	World Health Organisation Antiretroviral therapy guidelines	0	1	en-GB
2154353013	0	90332006	Paracetamol	0	0	en
2155149010	0	406643003	World Health Organization Antiretroviral therapy guidelines	0	1	en-US
2155375015	0	90332006	Acetaminophen	0	0	en
2156086019	0	404189009	Domestic violence	0	1	en
2156578010	0	404684003	Clinical finding	0	1	en
2156792018	0	404917004	Enzyme based wound dressing	0	1	en
2156882016	0	405016003	Vital signs status	0	1	en
2157093011	0	405269005	Neonatal intensive care unit	0	1	en
2157403011	0	405615003	Notable event	0	1	en
2157559016	0	405784000	Pharmacological assessment	0	1	en
2157587013	0	405813007	Procedure site - Direct	0	1	en
2157588015	0	405814001	Procedure site - Indirect	0	1	en
2157589011	0	405815000	Procedure device	0	1	en
2157590019	0	405816004	Procedure morphology	0	1	en
2157706016	0	405952001	Parameningeal structure in the context of malignancy	0	1	en
2157828011	0	406122000	Head finding	0	1	en
2157829015	0	406123005	Viscus structure finding	0	1	en
2157868010	0	406162001	Asthma management	0	1	en
2158107018	0	406455002	Allergen class	0	1	en
2158115015	0	406463001	Drug allergen	0	1	en
2158117011	0	406465008	Food allergen	0	1	en
2158180018	0	406529000	Pneumonia severity index	0	1	en
2158919013	0	407312007	Enzyme inhibitor	0	1	en
2159019018	0	407415005	Genus Lentivirus	1	1	en
2159029013	0	407425000	Primate lentivirus group	1	1	en
2159273015	0	407674008	Aspirin-induced asthma	0	1	en
2159333012	0	407741000	Cervical collar	0	1	en
2159597011	0	408014001	Soft foam cervical collar	0	1	en
2159675018	0	408099007	Suture	0	1	en
2160184013	0	408637006	Disease due to Gram-positive coccus	0	1	en
2160185014	0	408638001	Disease due to Gram-negative bacillus	0	1	en
2160333015	0	55014007	Family Orthomyxoviridae	1	1	en
2160550017	0	77622001	Family Retroviridae	1	1	en
2161425010	0	16349000	Orthopaedic equipment	0	2	en-GB
2161450013	0	312064005	Hypoglycaemic product	0	2	en-GB
2161570016	0	16349000	Orthopedic equipment	0	2	en-US
2161594016	0	312064005	Hypoglycemic product	0	2	en-US
2162199017	0	135394005	Antiallergic	0	2	en
2162201015	1	138875005	SNOMED CT January 2004 Release: 20040131 [R]	1	2	en
2162202010	1	138875005	©2002 - 2004 College of American Pathologists	0	2	en
2162242017	0	22253000	Pain observations	0	2	en
2163049012	0	405269005	NICU	1	2	en
2163236010	0	406162001	Asthma care	0	2	en
2163274019	0	406529000	PSI	1	2	en
2163275018	0	406529000	Pneumonia severity of illness index	0	2	en
2163302018	0	406643003	WHO-ART guidelines	1	2	en
2164212016	0	162397003	Throat soreness	0	2	en
2164213014	0	162397003	Sore throat	0	2	en
2164214015	0	162397003	Pharyngeal pain	0	2	en
2164454015	0	292617004	Adverse reaction to theophylline	0	2	en
2164638010	0	300848003	Mass	0	2	en
2164641018	0	302293008	Observation of the extremities	0	2	en
2164699017	0	320072000	Respiratory system drug	0	2	en
2164904016	0	38341003	HTN - Hypertension	1	2	en
2461262013	0	105969002	Disorder of connective tissue (disorder)	0	3	en
2461274012	0	108327007	Home care AND/OR social service (navigational concept)	0	3	en
2461302013	0	115195009	Phylum Firmicutes (organism)	1	3	en
2461329015	0	118932009	Disorder of foot (disorder)	0	3	en
2461332017	0	118935006	Disorder of hip region (disorder)	0	3	en
2461334016	0	118937003	Disorder of lower extremity (disorder)	0	3	en
2461340011	0	118943001	Disorder of pelvic region (disorder)	0	3	en
2461341010	0	118944007	Disorder of shoulder region (disorder)	0	3	en
2461343013	0	118946009	Disorder of thorax (disorder)	0	3	en
2461344019	0	118947000	Disorder of upper extremity (disorder)	0	3	en
2461345018	0	118948005	Disorder of abdomen (disorder)	0	3	en
2461346017	0	119291004	Disorder of upper gastrointestinal tract (disorder)	0	3	en
2461347014	0	119292006	Disorder of gastrointestinal tract (disorder)	0	3	en
2461349012	0	119523007	Disorder of large intestine (disorder)	0	3	en
2461355019	0	123946008	Disorder by body site (disorder)	0	3	en
2461371019	0	128121009	Disorder of trunk (disorder)	0	3	en
2461377015	0	128135006	Disorder of thigh (disorder)	0	3	en
2461378013	0	128136007	Disorder of knee (disorder)	0	3	en
2461379017	0	128137003	Disorder of lower leg (disorder)	0	3	en
2461385012	0	128272009	Disorder of lower respiratory system (disorder)	0	3	en
2461389018	0	128605003	Disorder of extremity (disorder)	0	3	en
2461396016	1	129125009	Context-dependent procedure (context-dependent category)	0	3	en
2461555015	0	173300003	Disorder of pregnancy (disorder)	0	3	en
2461556019	0	17346000	Disorder of endocrine pancreas (disorder)	0	3	en
2461654012	0	18526009	Disorder of appendix (disorder)	0	3	en
2461664015	0	19829001	Disorder of lung (disorder)	0	3	en
2462535019	0	269722001	Adverse reaction to salicylate (disorder)	0	3	en
2462558016	0	27550009	Disorder of blood vessel (disorder)	0	3	en
2463616017	0	292548001	Drug groups primarily affecting respiratory system adverse reaction (disorder)	0	3	en
2463618016	0	292670005	Drug groups primarily affecting musculoskeletal system adverse reaction (disorder)	0	3	en
2463627015	0	293416008	Drug groups primarily affecting cardiovascular system adverse reaction (disorder)	0	3	en
2463688011	0	312225001	Musculoskeletal and connective tissue disorder (disorder)	0	3	en
2463750019	0	359557001	Disorder of artery (disorder)	0	3	en
2463856017	0	3855007	Disorder of pancreas (disorder)	0	3	en
2464180013	0	408729009	Finding context (attribute)	0	3	en
2464181012	0	408730004	Procedure context (attribute)	0	3	en
2464182017	0	408731000	Temporal context (attribute)	0	3	en
2464183010	0	408732007	Subject relationship context (attribute)	0	3	en
2464190017	0	408739003	Unapproved attribute (attribute)	0	3	en
2464217013	0	408766003	Procedure with a procedure focus (procedure)	0	3	en
2464218015	0	408767007	Procedure with a clinical finding focus (procedure)	0	3	en
2464327017	0	408876009	Gastric care (regime/therapy)	0	3	en
2464328010	1	408877000	Gastric care assessment (regime/therapy)	0	3	en
2464329019	1	408878005	Gastric care education (regime/therapy)	0	3	en
2464330012	0	408879002	Gastric care management (procedure)	0	3	en
2464331011	1	408880004	Nausea care assessment (regime/therapy)	0	3	en
2464332016	1	408881000	Nausea care education (regime/therapy)	0	3	en
2464333014	0	408882007	Nausea care management (procedure)	0	3	en
2464474013	0	409023009	Professional / ancillary services care (regime/therapy)	0	3	en
2464524013	1	409073007	Education (regime/therapy)	0	3	en
2464925019	0	409474006	Respiratory sympathomimetic agent (substance)	0	3	en
2465116018	0	409665004	Pneumonia due to aerobic bacteria (disorder)	0	3	en
2465159011	0	409708007	Heart AND pericardium structure (body structure)	0	3	en
2465225015	0	409774005	Inflammatory morphology (morphologic abnormality)	0	3	en
2465227011	0	409776007	Acute inflammatory morphology (morphologic abnormality)	0	3	en
2465273013	1	409822003	Domain Bacteria (organism)	0	3	en
2465293017	0	409842007	Order Bacillales (organism)	1	3	en
2465295012	0	409844008	Order Lactobacillales (organism)	1	3	en
2465303011	0	409852006	Phylum Proteobacteria (organism)	1	3	en
2465498012	0	410047003	Open dislocation of shoulder region (disorder)	0	3	en
2465884012	0	410432002	Structure of gastrointestinal tract mucous membrane (body structure)	0	3	en
2465885013	0	410433007	Structure of digestive system mucous membrane (body structure)	0	3	en
2465962013	0	410510008	Temporal context value (qualifier value)	0	3	en
2465963015	0	410511007	Current or past (actual) (qualifier value)	0	3	en
2465964014	0	410512000	Current or specified time (qualifier value)	0	3	en
2465965010	0	410513005	In the past (qualifier value)	0	3	en
2465966011	0	410514004	Finding context value (qualifier value)	0	3	en
2465967019	0	410515003	Known present (qualifier value)	0	3	en
2465968012	0	410516002	Known absent (qualifier value)	0	3	en
2465971016	0	410519009	At risk context (qualifier value)	0	3	en
2465973018	0	410521004	Not to be done (qualifier value)	0	3	en
2465974012	0	410522006	Pre-starting action status (qualifier value)	0	3	en
2465975013	0	410523001	Post-starting action status (qualifier value)	0	3	en
2465985014	0	410533009	Procedure by priority (procedure)	0	3	en
2465997010	0	410545000	Stopped before completion (qualifier value)	0	3	en
2465998017	0	410546004	Discontinued (qualifier value)	0	3	en
2466043019	0	410591008	Definitely present (qualifier value)	0	3	en
2466050015	0	410598002	Person categorized by age (person)	0	3	en
2466051016	0	410599005	Minor (person)	0	3	en
2466056014	0	410604004	Subject of record (person)	0	3	en
2466057017	0	410605003	Confirmed present (qualifier value)	0	3	en
2466059019	0	410607006	Organism (organism)	0	3	en
2466061011	0	410609009	Donor site (body structure)	0	3	en
2466114012	0	410662002	Concept model attribute (attribute)	0	3	en
2466115013	0	410663007	Concept history attribute (attribute)	0	3	en
2466393013	0	410942007	Drug or medicament (substance)	0	3	en
2466567019	0	411116001	Has dose form (attribute)	0	3	en
2467483014	1	412031009	Acetaminophen and derivatives (substance)	0	3	en
2468227012	0	412774003	Clinical management plan (qualifier value)	0	3	en
2468232013	0	412779008	Hypertension clinical management plan (qualifier value)	0	3	en
2468649012	0	413196009	Colonic loop structure (body structure)	0	3	en
2468776017	0	413323004	Refugee family (social concept)	0	3	en
2468797016	0	413344004	Female genital tract structure (body structure)	0	3	en
2468799018	0	41427001	Disorder of bronchus (disorder)	0	3	en
2468804011	0	42030000	Disorder of the genitourinary system (disorder)	0	3	en
2468828013	0	49483002	Disorder of mediastinum (disorder)	0	3	en
2468829017	0	49601007	Disorder of cardiovascular system (disorder)	0	3	en
2468834018	0	50043002	Disorder of respiratory system (disorder)	0	3	en
2468837013	0	50410009	Disorder of upper digestive tract (disorder)	0	3	en
2468857012	0	53619000	Disorder of digestive system (disorder)	0	3	en
2468904012	0	66579008	Disorder of peritoneum (disorder)	0	3	en
2468926013	0	76069003	Disorder of bone (disorder)	0	3	en
2468932015	0	76712006	Disorder of digestive organ (disorder)	0	3	en
2468943011	0	79787007	Disorder of lower gastrointestinal tract (disorder)	0	3	en
2468958015	0	84410009	Disorder of digestive tract (disorder)	0	3	en
2468965011	0	85919009	Disorder of intestine (disorder)	0	3	en
2468972012	0	88230002	Disorder of skeletal system (disorder)	0	3	en
2468994016	0	928000	Disorder of musculoskeletal system (disorder)	0	3	en
2469259012	0	410598002	Person categorised by age	0	1	en-GB
2469305012	0	412031009	Paracetamol and derivatives	0	2	en-GB
2469733010	0	410598002	Person categorized by age	0	1	en-US
2469779017	0	412031009	Acetaminophen and derivatives	0	2	en-US
2469864015	0	105969002	Disorder of connective tissue	0	1	en
2469885015	0	115166000	Procaryote	0	2	en
2469887011	0	115195009	Firmicutes	1	1	en
2469909010	0	118932009	Disorder of foot	0	1	en
2469912013	0	118935006	Disorder of hip	0	1	en
2469914014	0	118937003	Disorder of lower extremity	0	1	en
2469919016	0	118943001	Disorder of pelvis	0	1	en
2469920010	0	118944007	Disorder of shoulder	0	1	en
2469922019	0	118946009	Disorder of thorax	0	1	en
2469923012	0	118947000	Disorder of upper extremity	0	1	en
2469924018	0	118948005	Disorder of abdomen	0	1	en
2469925017	0	119291004	Disorder of upper gastrointestinal tract	0	1	en
2469926016	0	119292006	Disorder of gastrointestinal tract	0	1	en
2469930018	0	123946008	Disorder by body site	0	1	en
2469942011	0	128121009	Disorder of trunk	0	1	en
2469948010	0	128135006	Disorder of thigh	0	1	en
2469949019	0	128136007	Disorder of knee	0	1	en
2469950019	0	128137003	Disorder of lower leg	0	1	en
2469955012	0	128272009	Disorder of lower respiratory system	0	1	en
2469958014	0	128605003	Disorder of extremity	0	1	en
2470031013	0	194785008	Benign secondary hypertension	0	1	en
2470037012	0	19829001	Disorder of lung	0	1	en
2470073017	0	208766000	Open traumatic dislocation of glenohumeral joint, anterior (sub-coracoid)	0	1	en
2470162010	0	269722001	Adverse reaction to salicylate	0	1	en
2470199010	0	292548001	Drug groups primarily affecting respiratory system adverse reaction	0	1	en
2470201012	0	292670005	Drug groups primarily affecting musculoskeletal system adverse reaction	0	1	en
2470209014	0	293416008	Drug groups primarily affecting cardiovascular system adverse reaction	0	1	en
2470215014	0	303071001	Person in the family	0	1	en
2470224017	0	312225001	Musculoskeletal and connective tissue disorder	0	1	en
2470255011	0	359557001	Disorder of artery	0	1	en
2470344013	0	390925005	Did not attend hypertension clinic	0	1	en
2470590016	0	408729009	Finding context	0	1	en
2470591017	0	408730004	Procedure context	0	1	en
2470592012	0	408731000	Temporal context	0	1	en
2470593019	0	408732007	Subject relationship context	0	1	en
2470600017	0	408739003	Unapproved attribute	0	1	en
2470627018	0	408766003	Procedure with a procedure focus	0	1	en
2470628011	0	408767007	Procedure with a clinical finding focus	0	1	en
2470718010	0	408876009	Gastric care	0	1	en
2470719019	0	408877000	Gastric care assessment	0	1	en
2470720013	0	408878005	Gastric care education	0	1	en
2470721012	0	408879002	Gastric care management	0	1	en
2470722017	0	408880004	Nausea care assessment	0	1	en
2470723010	0	408881000	Nausea care education	0	1	en
2470724016	0	408882007	Nausea care management	0	1	en
2470856015	0	409023009	Professional / ancillary services care	0	1	en
2470893014	0	409073007	Education	0	1	en
2471258018	0	409474006	Respiratory sympathomimetic agent	0	1	en
2471434019	0	409665004	Pneumonia due to aerobic bacteria	0	1	en
2471470016	0	409708007	Heart AND pericardium structure	0	1	en
2471508012	0	409774005	Inflammatory morphology	0	1	en
2471510014	0	409776007	Acute inflammatory morphology	0	1	en
2471554015	1	409822003	Domain Bacteria	0	2	en
2471574010	0	409842007	Bacillales	1	1	en
2471576012	0	409844008	Lactobacillales	1	1	en
2471584011	0	409852006	Proteobacteria	1	1	en
2471774012	0	410047003	Open dislocation of shoulder region	0	1	en
2472093016	0	410432002	Structure of gastrointestinal tract mucous membrane	0	1	en
2472094010	0	410433007	Structure of digestive system mucous membrane	0	1	en
2472168015	0	410510008	Temporal context value	0	1	en
2472169011	0	410511007	Current or past	0	1	en
2472170012	0	410512000	Current or specified	0	1	en
2472171011	0	410513005	Past	0	1	en
2472172016	0	410514004	Finding context value	0	1	en
2472173014	0	410515003	Known present	0	1	en
2472174015	0	410516002	Known absent	0	1	en
2472177010	0	410519009	At risk	0	1	en
2472179013	0	410521004	Not to be done	0	1	en
2472180011	0	410522006	Pre-starting action status	0	1	en
2472181010	0	410523001	Post-starting action status	0	1	en
2472191016	0	410533009	Procedure by priority	0	1	en
2472203019	0	410545000	Stopped before completion	0	1	en
2472204013	0	410546004	Discontinued	0	1	en
2472247013	0	410591008	Definitely present	0	1	en
2472253013	0	410599005	Minor	0	1	en
2472258016	0	410604004	Subject of record	0	1	en
2472259012	0	410605003	Confirmed present	0	1	en
2472261015	0	410607006	Organism	0	1	en
2472263017	0	410609009	Donor site	0	1	en
2472316017	0	410662002	Concept model attribute	0	1	en
2472317014	0	410663007	Concept history attribute	0	1	en
2472589016	0	410942007	Drug or medicament	0	1	en
2472759013	0	411116001	Has dose form	0	1	en
2474331010	0	412774003	Clinical management plan	0	1	en
2474335018	0	412779008	Hypertension clinical management plan	0	1	en
2474742016	0	413196009	Colonic loop	0	1	en
2474850016	0	413323004	Refugee family	0	1	en
2474870010	0	413344004	Female genital tract structure	0	1	en
2474871014	0	41427001	Disorder of bronchus	0	1	en
2474873012	0	42030000	Disorder of the genitourinary system	0	1	en
2474884017	0	49483002	Disorder of mediastinum	0	1	en
2474885016	0	49601007	Disorder of cardiovascular system	0	1	en
2474886015	0	50043002	Disorder of respiratory system	0	1	en
2474887012	0	50410009	Disorder of upper digestive tract	0	1	en
2474896012	0	53619000	Disorder of digestive system	0	1	en
2474921010	0	76069003	Disorder of bone	0	1	en
2474924019	0	76712006	Disorder of digestive organ	0	1	en
2474926017	0	79787007	Disorder of lower gastrointestinal tract	0	1	en
2474936013	0	84410009	Disorder of digestive tract	0	1	en
2474941017	0	8745002	Gram-positive bacteria	1	1	en
2475355011	0	49438003	Appendectomy and drainage	0	2	en-US
2475390015	0	108305003	Rehabilitation exercise care	0	2	en
2475418012	0	115195009	Phylum Firmicutes	1	2	en
2475439017	0	118956008	Body structure, altered from its original anatomical structure	0	2	en
2475493019	1	138875005	SNOMED CT July 2004 Release: 20040731 [R]	1	2	en
2475538011	0	182832007	Manage medication treatment	0	2	en
2475539015	0	182832007	Medication administration case management	0	2	en
2475550017	0	18629005	Medication administration treatments and procedures	0	2	en
2475551018	0	18629005	Medication treatment	0	2	en
2475605013	0	195967001	Hyperreactive airway disease	0	2	en
2475637014	1	20135006	Screening treatments and procedures	0	2	en
2475645016	0	202298000	Ankylosis of joint of shoulder region	0	2	en
2476009010	0	258442002	Fluid sample cell count	0	2	en
2476010017	0	258450006	Cerebrospinal fluid specimen	0	2	en
2476039017	0	267931000	Contracture of joint of ankle AND/OR foot	0	2	en
2476209018	0	292040004	Adverse reaction to analgesics	0	2	en
2476472013	0	309051001	Body fluid specimen	0	2	en
2476473015	0	309165001	Specimen from ear	0	2	en
2476959016	0	392091000	Assess health care	0	2	en
2476963011	0	392134007	Manage health care	0	2	en
2476964017	0	392155009	Teach health care	0	2	en
2477174011	0	408739003	Unapproved attributes	0	2	en
2477207013	0	408877000	Assess gastric care	0	2	en
2477208015	0	408878005	Teach gastric care	0	2	en
2477209011	0	408879002	Manage gastric care	0	2	en
2477210018	0	408880004	Assess nausea care	0	2	en
2477211019	0	408881000	Teach nausea care	0	2	en
2477212014	0	408882007	Manage nausea care	0	2	en
2477358012	0	409073007	Educating	0	2	en
2477359016	0	409073007	Education procedure	0	2	en
2477538010	1	409822003	Bacterium	0	2	en
2477539019	1	409822003	eubacteria	0	2	en
2477554013	0	409842007	Order Bacillales	1	2	en
2477556010	0	409844008	Order Lactobacillales	1	2	en
2477559015	0	409852006	Phylum Proteobacteria	1	2	en
2477950012	0	410432002	Gastrointestinal mucosa	0	2	en
2477951011	0	410432002	Gastrointestinal mucous membrane	0	2	en
2478011013	0	410511007	Current or past (actual)	0	2	en
2478012018	0	410512000	Current or specified time	0	2	en
2478013011	0	410513005	In the past	0	2	en
2478016015	0	410519009	At risk context	0	2	en
2478061016	0	410663007	Concept history attributes	0	2	en
2478173019	0	410942007	Drug	0	2	en
2478685011	0	413196009	Colonic loop structure	0	2	en
2478741018	0	52052004	Rehabilitation treatments and procedures	0	2	en
2478822013	0	73410007	Secondary benign renovascular hypertension	0	2	en
2478860016	0	80891009	Cardiac structure	0	2	en
2528658010	0	128089006	Hematologic disorder in newborn (navigational concept)	0	3	en
2528682017	0	129002005	Bathing (observable entity)	0	3	en
2528683010	0	129003000	Dressing (observable entity)	0	3	en
2528699016	0	129025006	Activity of daily living (observable entity)	0	3	en
2528737014	0	194788005	Hypertension secondary to endocrine disorder (disorder)	0	3	en
2528838012	0	246464006	Function (observable entity)	0	3	en
2528848014	0	255324009	Movement (observable entity)	0	3	en
2528915013	0	257733005	Activity (observable entity)	0	3	en
2528929014	0	269475001	Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)	0	3	en
2528943016	0	272099008	Descriptor (qualifier value)	0	3	en
2528965016	0	289896006	Menstrual problem (navigational concept)	0	3	en
2528970011	0	285592006	Personal care activity (observable entity)	0	3	en
2529061015	0	362076007	Entire gastrointestinal tract including esophagus, stomach and intestines (body structure)	0	3	en
2529093011	0	46680005	Vital sign (observable entity)	0	3	en
2529207014	0	8279000	Structure of pelvic viscus (body structure)	0	3	en
2529215012	0	82568006	Pelvic genital structure (body structure)	0	3	en
2529720011	0	415588005	Stoma AND/OR site of stoma (morphologic abnormality)	0	3	en
2530142019	0	414225004	Family Staphylococcaceae (organism)	1	3	en
2530173015	0	415671008	Superkingdom Eukaryota (organism)	1	3	en
2530265017	0	413864003	Class Gammaproteobacteria (organism)	1	3	en
2530620016	0	413943001	Date chemotherapy completed (observable entity)	0	3	en
2530830010	0	414794006	Myeloproliferative disorder (morphologic abnormality)	0	3	en
2530839011	0	415178003	Process (observable entity)	0	3	en
2530846019	0	414030009	Disorder of immune structure (disorder)	0	3	en
2530847011	0	414029004	Disorder of immune function (disorder)	0	3	en
2530857012	0	414644002	Malignant hematopoietic neoplasm (morphologic abnormality)	0	3	en
2530858019	0	413675001	Body tissue material (substance)	0	3	en
2530862013	0	413674002	Body material (substance)	0	3	en
2530872011	0	414645001	Malignant histiocytic neoplasm - category (morphologic abnormality)	0	3	en
2530875013	0	414781009	Mucous membrane structure (body structure)	0	3	en
2530886010	0	414233003	Fastidious bacterium (organism)	0	3	en
2530944017	0	414414006	Histiocytic proliferation - category (morphologic abnormality)	0	3	en
2530945016	0	413442004	Acute monocytic/monoblastic leukemia (disorder)	0	3	en
2530946015	0	413441006	Acute monocytic leukemia, FAB M5b (disorder)	0	3	en
2530947012	0	414823004	Neoplasm affecting hematopoietic structure (disorder)	0	3	en
2530948019	0	415945006	Oral temperature (observable entity)	0	3	en
2530959011	0	414825006	Neoplasm of hematopoietic cell type (disorder)	0	3	en
2530965011	0	414027002	Disorder of hematopoietic structure (disorder)	0	3	en
2530967015	0	415181008	Proliferation of hematopoietic cell type (morphologic abnormality)	0	3	en
2530968013	0	414026006	Disorder of hematopoietic cell proliferation (disorder)	0	3	en
2530971017	0	414824005	Neoplasm of bone marrow (disorder)	0	3	en
2531066016	0	414885009	Nutritionally fastidious bacteria (organism)	0	3	en
2531067013	0	414185006	Facultative anaerobic bacteria (organism)	0	3	en
2531413014	0	414237002	Feature of entity (observable entity)	0	3	en
2531414015	0	414236006	Feature of anatomical entity (observable entity)	0	3	en
2531447012	0	414755005	Molecular, genetic AND/OR cellular observable (observable entity)	0	3	en
2531530013	0	413634008	Basic activity of daily living (observable entity)	0	3	en
2531532017	0	414915002	Obese (finding)	0	3	en
2531533010	0	414916001	Obesity (disorder)	0	3	en
2531727015	0	415664003	Substituted amide (substance)	0	3	en
2531746019	1	413350009	Context-dependent finding (context-dependent category)	0	3	en
2531799013	0	413477004	Allergen or pseudoallergen (substance)	0	3	en
2531800012	0	414053005	Drug allergen or pseudoallergen (substance)	0	3	en
2531801011	0	414057006	Drug pseudoallergen (substance)	0	3	en
2531802016	0	414058001	Drug pseudoallergen by function (substance)	0	3	en
2531803014	0	414052000	Drug allergen by structure (substance)	0	3	en
2531815013	0	414284002	Food allergen or pseudoallergen (substance)	0	3	en
2531835014	1	414387006	Hematological system structure (body structure)	0	3	en
2531840018	0	414792005	Myeloid neoplasm (morphologic abnormality)	0	3	en
2531841019	0	413443009	Acute myeloid leukemia - category (morphologic abnormality)	0	3	en
2531851018	0	414388001	Hematopoietic neoplasm (morphologic abnormality)	0	3	en
2532161014	0	194788005	Hypertension secondary to endocrine disorder	0	1	en
2532318016	0	246464006	Function	0	1	en
2532350014	0	257733005	Activity	0	1	en
2532366011	0	272099008	Descriptor	0	1	en
2532397010	0	285592006	Personal care activity	0	1	en
2532555017	0	362076007	Entire gastrointestinal tract including esophagus, stomach and intestines	0	1	en-US
2532556016	0	362076007	Entire gastrointestinal tract including oesophagus, stomach and intestines	0	1	en-GB
2532607010	0	8279000	Structure of pelvic viscus	0	1	en
2532608017	0	82568006	Pelvic genital structure	0	1	en
2533151011	0	415588005	Stoma AND/OR site of stoma	0	1	en
2533579010	0	414225004	Staphylococcaceae	1	1	en
2533610010	0	415671008	Eukaryota	1	1	en
2533612019	0	409822003	Bacteria	0	1	en
2533701012	0	413864003	Gammaproteobacteria	1	1	en
2534072015	0	413943001	Date chemotherapy completed	0	1	en
2534294018	0	414794006	Myeloproliferative disorder	0	1	en
2534303018	0	415178003	Process	0	1	en
2534310012	0	414030009	Disorder of immune structure	0	1	en
2534311011	0	414029004	Disorder of immune function	0	1	en
2534322010	0	414644002	Malignant hematopoietic neoplasm	0	1	en-US
2534323017	0	414644002	Malignant haematopoietic neoplasm	0	1	en-GB
2534324011	0	413675001	Body tissue material	0	1	en
2534328014	0	413674002	Body material	0	1	en
2534339012	0	414645001	Malignant histiocytic neoplasm	0	1	en
2534342018	0	414781009	Mucous membrane structure	0	1	en
2534353012	0	414233003	Fastidious bacterium	0	1	en
2534411010	0	414414006	Histiocytic proliferation	0	1	en
2534412015	0	413442004	Acute monocytic/monoblastic leukemia	0	1	en-US
2534413013	0	413442004	Acute monocytic/monoblastic leukaemia	0	1	en-GB
2534414019	0	413441006	Acute monocytic leukemia	0	1	en-US
2534415018	0	413441006	Acute monocytic leukaemia	0	1	en-GB
2534416017	0	414823004	Neoplasm affecting hematopoietic structure	0	1	en-US
2534417014	0	414823004	Neoplasm affecting haematopoietic structure	0	1	en-GB
2534418016	0	415945006	Oral temperature	0	1	en
2534429017	0	414825006	Neoplasm of hematopoietic cell type	0	1	en-US
2534430010	0	414825006	Neoplasm of haematopoietic cell type	0	1	en-GB
2534439011	0	414027002	Disorder of hematopoietic structure	0	1	en-US
2534440013	0	414027002	Disorder of haematopoietic structure	0	1	en-GB
2534443010	0	415181008	Proliferation of hematopoietic cell type	0	1	en-US
2534444016	0	415181008	Proliferation of haematopoietic cell type	0	1	en-GB
2534445015	0	414026006	Disorder of hematopoietic morphology	0	1	en-US
2534446019	0	414026006	Disorder of haematopoietic morphology	0	1	en-GB
2534449014	0	414824005	Neoplasm of bone marrow	0	1	en
2534549011	0	414885009	Fastidious bacteria	0	1	en
2534550011	0	414185006	Facultative anaerobic bacteria	0	1	en
2534942012	0	414237002	Feature of entity	0	1	en
2534943019	0	414236006	Feature of anatomical entity	0	1	en
2534976015	0	414755005	Molecular, genetic AND/OR cellular observable	0	1	en
2535062010	0	413634008	Basic activity of daily living	0	1	en
2535064011	0	414915002	Obese	0	1	en
2535065012	0	414916001	Obesity	0	1	en
2535282018	0	415664003	Substituted amide	0	1	en
2535301012	0	413350009	Context-dependent finding	0	2	en
2535355011	0	413477004	Allergen or pseudoallergen	0	1	en
2535356012	0	414053005	Drug allergen or pseudoallergen	0	1	en
2535357015	0	414057006	Drug pseudoallergen	0	1	en
2535358013	0	414058001	Drug pseudoallergen by function	0	1	en
2535359017	0	414052000	Drug allergen by structure	0	1	en
2535371011	0	414284002	Food allergen or pseudoallergen	0	1	en
